"TableName","ColumnName","DataType","max_length","is_nullable"
"SchwabQuotesPortfolioAnalytics_BB","RiskScore","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB","SysStartTime","datetime2","8","False"
"SchwabQuotesPortfolioAnalytics_BB","SysEndTime","datetime2","8","False"
"SchwabQuotesPortfolioAnalytics_BB_History","Id","int","4","False"
"SchwabQuotesPortfolioAnalytics_BB_History","Symbol","nvarchar","40","False"
"SchwabQuotesPortfolioAnalytics_BB_History","QuoteDate","datetime2","7","False"
"SchwabQuotesPortfolioAnalytics_BB_History","ColumnName","nvarchar","100","False"
"SchwabQuotesPortfolioAnalytics_BB_History","WindowSize","int","4","False"
"SchwabQuotesPortfolioAnalytics_BB_History","NumStdDev","int","4","False"
"SchwabQuotesPortfolioAnalytics_BB_History","RawValue","decimal","9","False"
"SchwabQuotesPortfolioAnalytics_BB_History","MiddleBand","decimal","9","False"
"SchwabQuotesPortfolioAnalytics_BB_History","UpperBand","decimal","9","False"
"SchwabQuotesPortfolioAnalytics_BB_History","LowerBand","decimal","9","False"
"SchwabQuotesPortfolioAnalytics_BB_History","OperationType","nvarchar","300","True"
"SchwabQuotesPortfolioAnalytics_BB_History","Comments","nvarchar","300","True"
"SchwabQuotesPortfolioAnalytics_BB_History","BatchId","uniqueidentifier","16","False"
"SchwabQuotesPortfolioAnalytics_BB_History","LoadDate","datetime2","7","False"
"SchwabQuotesPortfolioAnalytics_BB_History","BandWidthAbs","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","BandWidthPct","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","WindowCount","int","4","True"
"SchwabQuotesPortfolioAnalytics_BB_History","IsWindowReady","bit","1","True"
"SchwabQuotesPortfolioAnalytics_BB_History","RollStd","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","BollingerZ","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","GlobalMedian","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","GlobalMAD","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","RobustZ","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","ZFlag","bit","1","True"
"SchwabQuotesPortfolioAnalytics_BB_History","RiskScore","decimal","9","True"
"SchwabQuotesPortfolioAnalytics_BB_History","SysStartTime","datetime2","8","False"
"SchwabQuotesPortfolioAnalytics_BB_History","SysEndTime","datetime2","8","False"
